,Row ID,Order ID,Order year,Order-month,Order day,Ship year,Ship-month,Ship day,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Category,Sub-Category,Product Name,Quantity,Sales,Discount,Profit
1521,1522,CA-2015-144806,2015,Dec,6,2015,Dec,11,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Tucson,Arizona,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",6,206.112,0.2,48.9516
1522,1523,CA-2015-144806,2015,Dec,6,2015,Dec,11,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Tucson,Arizona,Office Supplies,Paper,Xerox 1970,5,19.92,0.2,6.723
1523,1524,CA-2015-144806,2015,Dec,6,2015,Dec,11,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Tucson,Arizona,Office Supplies,Paper,Xerox 1960,8,198.272,0.2,61.96
1524,1525,CA-2015-144806,2015,Dec,6,2015,Dec,11,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Tucson,Arizona,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",6,247.104,0.2,-58.6872
1525,1526,CA-2015-144806,2015,Dec,6,2015,Dec,11,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Tucson,Arizona,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",6,86.304,0.2,9.7092
1526,1527,CA-2016-122392,2016,Jul,22,2016,Jul,27,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Allentown,Pennsylvania,Office Supplies,Art,12 Colored Short Pencils,2,4.16,0.2,0.364
1527,1528,CA-2016-122392,2016,Jul,22,2016,Jul,27,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Allentown,Pennsylvania,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",2,11.648,0.2,3.3488
1528,1529,CA-2015-148432,2015,Nov,7,2015,Nov,10,Second Class,MC-18130,Mike Caudle,Corporate,United States,Newark,Delaware,Office Supplies,Fasteners,Rubber Band Ball,7,26.18,0.0,0.5236
1529,1530,CA-2015-148432,2015,Nov,7,2015,Nov,10,Second Class,MC-18130,Mike Caudle,Corporate,United States,Newark,Delaware,Office Supplies,Paper,Loose Memo Sheets,2,7.3,0.0,3.431
1530,1531,CA-2015-103793,2015,Mar,26,2015,Mar,31,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Miami,Florida,Office Supplies,Paper,Xerox 1988,3,74.352,0.2,23.235
1531,1532,CA-2017-159884,2017,Aug,31,2017,Sep,5,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,Tempe,Arizona,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",1,10.744,0.2,0.8058
1532,1533,CA-2017-159884,2017,Aug,31,2017,Sep,5,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,Tempe,Arizona,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,3,8.376,0.2,2.7222
1533,1534,CA-2016-139885,2016,Dec,4,2016,Dec,8,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,New York City,New York,Office Supplies,Storage,Belkin OmniView SE Rackmount Kit,6,212.88,0.0,0.0
1534,1535,CA-2017-124086,2017,Feb,10,2017,Feb,14,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,Laguna Niguel,California,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",2,203.983,0.15,16.7986
1535,1536,CA-2016-112389,2016,Oct,29,2016,Nov,2,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,Bridgeton,New Jersey,Office Supplies,Storage,"Rogers Jumbo File, Granite",3,40.74,0.0,0.4074
1536,1537,CA-2016-112389,2016,Oct,29,2016,Nov,2,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,Bridgeton,New Jersey,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",3,11.67,0.0,3.0342
1537,1538,CA-2017-121888,2017,Sep,15,2017,Sep,17,Second Class,CL-11890,Carl Ludwig,Consumer,United States,Everett,Massachusetts,Technology,Phones,GE DSL Phone Line Filter,1,39.99,0.0,11.5971
1538,1539,CA-2017-121888,2017,Sep,15,2017,Sep,17,Second Class,CL-11890,Carl Ludwig,Consumer,United States,Everett,Massachusetts,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",2,16.28,0.0,6.512
1539,1540,CA-2017-121888,2017,Sep,15,2017,Sep,17,Second Class,CL-11890,Carl Ludwig,Consumer,United States,Everett,Massachusetts,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",3,782.94,0.0,203.5644
1540,1541,CA-2017-121888,2017,Sep,15,2017,Sep,17,Second Class,CL-11890,Carl Ludwig,Consumer,United States,Everett,Massachusetts,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,7,242.48,0.0,116.3904
1541,1542,CA-2014-166884,2014,Mar,11,2014,Mar,16,Second Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Columbus,Ohio,Furniture,Furnishings,Eldon Wave Desk Accessories,5,8.32,0.2,2.288
1542,1543,CA-2014-166884,2014,Mar,11,2014,Mar,16,Second Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Columbus,Ohio,Office Supplies,Fasteners,Stockwell Push Pins,6,10.464,0.2,1.7004
1543,1544,CA-2014-107181,2014,Feb,4,2014,Feb,8,Standard Class,DB-13270,Deborah Brumfield,Home Office,United States,San Diego,California,Office Supplies,Binders,GBC Recycled Grain Textured Covers,3,82.896,0.2,29.0136
1544,1545,CA-2014-107181,2014,Feb,4,2014,Feb,8,Standard Class,DB-13270,Deborah Brumfield,Home Office,United States,San Diego,California,Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",4,34.24,0.0,16.0928
1545,1546,CA-2014-150245,2014,Dec,31,2015,Jan,4,Second Class,PC-18745,Pamela Coakley,Corporate,United States,Watertown,New York,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",7,1573.488,0.2,196.686
1546,1547,CA-2015-111395,2015,Nov,23,2015,Nov,27,Standard Class,VB-21745,Victoria Brennan,Corporate,United States,San Antonio,Texas,Office Supplies,Paper,Xerox 1915,4,335.52,0.2,117.432
1547,1548,CA-2015-111395,2015,Nov,23,2015,Nov,27,Standard Class,VB-21745,Victoria Brennan,Corporate,United States,San Antonio,Texas,Office Supplies,Binders,GBC Recycled Regency Composition Covers,2,23.912,0.8,-40.6504
1548,1549,CA-2015-111395,2015,Nov,23,2015,Nov,27,Standard Class,VB-21745,Victoria Brennan,Corporate,United States,San Antonio,Texas,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",2,27.056,0.2,2.3674
1549,1550,CA-2014-134278,2014,Jul,6,2014,Jul,8,First Class,EP-13915,Emily Phan,Consumer,United States,New York City,New York,Technology,Copiers,Canon Imageclass D680 Copier / Fax,1,559.992,0.2,174.9975
1550,1551,US-2017-124926,2017,Nov,13,2017,Nov,18,Second Class,ME-17320,Maria Etezadi,Home Office,United States,Houston,Texas,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,6,9.324,0.8,-24.7086
1551,1552,CA-2016-159345,2016,Jun,17,2016,Jun,22,Standard Class,IG-15085,Ivan Gibson,Consumer,United States,San Diego,California,Office Supplies,Paper,Xerox 1934,2,111.96,0.0,54.8604
1552,1553,CA-2014-130274,2014,May,3,2014,May,5,First Class,JS-15940,Joni Sundaresam,Home Office,United States,Appleton,Wisconsin,Office Supplies,Labels,Avery 481,7,21.56,0.0,10.3488
1553,1554,CA-2017-158386,2017,Oct,16,2017,Oct,21,Standard Class,BO-11425,Bobby Odegard,Consumer,United States,Richmond,Kentucky,Office Supplies,Binders,Large Capacity Hanging Post Binders,5,124.75,0.0,57.385
1554,1555,CA-2015-111507,2015,Feb,6,2015,Feb,13,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Bellevue,Washington,Office Supplies,Art,Newell 310,3,5.28,0.0,1.5312
1555,1556,CA-2017-120761,2017,Sep,4,2017,Sep,8,Standard Class,AB-10150,Aimee Bixby,Consumer,United States,Long Beach,New York,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",4,91.96,0.0,39.5428
1556,1557,CA-2016-109176,2016,May,9,2016,May,15,Standard Class,JW-16075,Julia West,Consumer,United States,Philadelphia,Pennsylvania,Office Supplies,Envelopes,Staple envelope,1,9.344,0.2,3.504
1557,1558,CA-2016-109176,2016,May,9,2016,May,15,Standard Class,JW-16075,Julia West,Consumer,United States,Philadelphia,Pennsylvania,Office Supplies,Art,Newell 319,5,79.36,0.2,9.92
1558,1559,CA-2015-112116,2015,Mar,16,2015,Mar,18,Second Class,JE-15475,Jeremy Ellison,Consumer,United States,Seattle,Washington,Furniture,Tables,KI Adjustable-Height Table,2,171.96,0.0,44.7096
1559,1560,CA-2016-126809,2016,Apr,9,2016,Apr,13,Standard Class,EB-13750,Edward Becker,Corporate,United States,Seattle,Washington,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",9,35.352,0.2,12.8151
1560,1561,CA-2014-105172,2014,Apr,4,2014,Apr,9,Standard Class,PK-18910,Paul Knutson,Home Office,United States,San Francisco,California,Office Supplies,Labels,Avery 518,6,18.9,0.0,9.072
1561,1562,CA-2017-107293,2017,Sep,5,2017,Sep,6,First Class,CS-12400,Christopher Schild,Home Office,United States,Seattle,Washington,Office Supplies,Art,Newell 333,1,2.78,0.0,0.7228
1562,1563,US-2017-102890,2017,Jun,30,2017,Jun,30,Same Day,SG-20470,Sheri Gordon,Consumer,United States,New York City,New York,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,5,1044.63,0.4,-295.9785
1563,1564,CA-2015-158554,2015,Nov,9,2015,Nov,9,Same Day,CM-12190,Charlotte Melton,Consumer,United States,Philadelphia,Pennsylvania,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",3,11.352,0.2,4.1151
1564,1565,CA-2014-116239,2014,Mar,4,2014,Mar,4,Same Day,CL-12565,Clay Ludtke,Consumer,United States,Columbia,South Carolina,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,5,354.9,0.0,17.745
1565,1566,CA-2015-132101,2015,Mar,19,2015,Mar,25,Standard Class,JO-15550,Jesus Ocampo,Home Office,United States,Seattle,Washington,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,3,453.576,0.2,39.6879
1566,1567,CA-2015-129112,2015,Nov,29,2015,Nov,30,First Class,AW-10840,Anthony Witt,Consumer,United States,Allen,Texas,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,3,21.48,0.2,-0.2685
1567,1568,CA-2015-129112,2015,Nov,29,2015,Nov,30,First Class,AW-10840,Anthony Witt,Consumer,United States,Allen,Texas,Office Supplies,Binders,GBC Imprintable Covers,4,8.784,0.8,-13.6152
1568,1569,US-2017-152002,2017,Jun,11,2017,Jun,11,Same Day,DV-13465,Dianna Vittorini,Consumer,United States,Los Angeles,California,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",3,122.97,0.0,60.2553
1569,1570,CA-2017-165029,2017,Nov,26,2017,Nov,30,Standard Class,AH-10075,Adam Hart,Corporate,United States,Atlanta,Georgia,Office Supplies,Art,Newell 347,3,12.84,0.0,3.7236
1570,1571,US-2014-157385,2014,Nov,23,2014,Nov,25,First Class,SC-20095,Sanjit Chand,Consumer,United States,Los Angeles,California,Furniture,Chairs,Novimex Swivel Fabric Task Chair,5,603.92,0.2,-67.941
1571,1572,US-2014-157385,2014,Nov,23,2014,Nov,25,First Class,SC-20095,Sanjit Chand,Consumer,United States,Los Angeles,California,Office Supplies,Envelopes,Pastel Pink Envelopes,3,21.84,0.0,10.4832
1572,1573,US-2014-157385,2014,Nov,23,2014,Nov,25,First Class,SC-20095,Sanjit Chand,Consumer,United States,Los Angeles,California,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,1,29.99,0.0,6.2979
1573,1574,US-2014-157385,2014,Nov,23,2014,Nov,25,First Class,SC-20095,Sanjit Chand,Consumer,United States,Los Angeles,California,Furniture,Chairs,Safco Contoured Stacking Chairs,2,381.44,0.2,23.84
1574,1575,CA-2014-101602,2014,Dec,15,2014,Dec,18,First Class,MC-18100,Mick Crebagga,Consumer,United States,El Paso,Texas,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,3,40.68,0.2,-9.153
1575,1576,CA-2014-101602,2014,Dec,15,2014,Dec,18,First Class,MC-18100,Mick Crebagga,Consumer,United States,El Paso,Texas,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",5,763.28,0.3,-21.808
1576,1577,CA-2016-109057,2016,Apr,22,2016,Apr,27,Standard Class,TT-21460,Tonja Turnell,Home Office,United States,Aurora,Illinois,Office Supplies,Storage,Pizazz Global Quick File,2,23.952,0.2,2.3952
1577,1578,CA-2016-154403,2016,May,23,2016,May,27,Standard Class,AP-10720,Anne Pryor,Home Office,United States,Florence,Alabama,Office Supplies,Paper,Xerox 1949,1,4.98,0.0,2.4402
1578,1579,CA-2016-102456,2016,Feb,27,2016,Mar,1,First Class,DL-12865,Dan Lawera,Consumer,United States,New York City,New York,Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",3,170.88,0.0,49.5552
1579,1580,CA-2015-131338,2015,Aug,9,2015,Aug,12,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,2,307.98,0.0,89.3142
1580,1581,CA-2015-131338,2015,Aug,9,2015,Aug,12,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,Furniture,Tables,KI Conference Tables,9,382.806,0.4,-153.1224
1581,1582,CA-2015-131338,2015,Aug,9,2015,Aug,12,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,Office Supplies,Storage,"Tennsco Lockers, Gray",2,41.96,0.0,2.9372
1582,1583,CA-2015-131338,2015,Aug,9,2015,Aug,12,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,2,1217.568,0.2,456.588
1583,1584,CA-2015-131338,2015,Aug,9,2015,Aug,12,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,Furniture,Furnishings,Artistic Insta-Plaque,3,47.04,0.0,18.3456
1584,1585,CA-2015-131338,2015,Aug,9,2015,Aug,12,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,Furniture,Furnishings,Longer-Life Soft White Bulbs,2,6.16,0.0,2.9568
1585,1586,CA-2015-131338,2015,Aug,9,2015,Aug,12,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,Technology,Phones,Panasonic KX-TG9471B,5,979.95,0.0,274.386
1586,1587,CA-2015-131338,2015,Aug,9,2015,Aug,12,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,Office Supplies,Paper,Xerox 1886,3,143.7,0.0,68.976
1587,1588,CA-2015-131338,2015,Aug,9,2015,Aug,12,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",3,10.65,0.0,5.0055
1588,1589,CA-2015-131338,2015,Aug,9,2015,Aug,12,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,Technology,Accessories,Belkin QODE FastFit Bluetooth Keyboard,4,247.8,0.0,34.692
1589,1590,CA-2016-109911,2016,May,12,2016,May,16,Standard Class,VG-21805,Vivek Grady,Corporate,United States,Virginia Beach,Virginia,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,4,10.96,0.0,2.9592
1590,1591,US-2016-132423,2016,Apr,15,2016,Apr,19,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Grapevine,Texas,Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",7,33.488,0.2,5.8604
1591,1592,US-2016-132423,2016,Apr,15,2016,Apr,19,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Grapevine,Texas,Office Supplies,Fasteners,Ideal Clamps,5,8.04,0.2,2.9145
1592,1593,CA-2015-122826,2015,Jun,23,2015,Jun,25,Second Class,RD-19480,Rick Duston,Consumer,United States,Olympia,Washington,Technology,Phones,Pyle PRT45 Retro Home Telephone,4,201.568,0.2,22.6764
1593,1594,CA-2014-117317,2014,Oct,19,2014,Oct,19,Same Day,JF-15490,Jeremy Farry,Consumer,United States,Los Angeles,California,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,3,13.44,0.0,6.5856
1594,1595,CA-2015-118423,2015,Mar,24,2015,Mar,27,First Class,DP-13390,Dennis Pardue,Home Office,United States,Peoria,Illinois,Furniture,Bookcases,Sauder Inglewood Library Bookcases,3,359.058,0.3,-35.9058
1595,1596,CA-2017-149181,2017,May,8,2017,May,12,Standard Class,MD-17350,Maribeth Dona,Consumer,United States,Columbus,Ohio,Furniture,Chairs,Global Chrome Stack Chair,2,47.992,0.3,-2.0568
1596,1597,CA-2017-132234,2017,Oct,16,2017,Oct,18,First Class,MY-17380,Maribeth Yedwab,Corporate,United States,New York City,New York,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,13,547.3,0.0,175.136
1597,1598,CA-2017-158876,2017,Nov,19,2017,Nov,21,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Carrollton,Texas,Office Supplies,Paper,Xerox 1901,4,16.896,0.2,5.28
1598,1599,CA-2017-158876,2017,Nov,19,2017,Nov,21,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Carrollton,Texas,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,1,6.672,0.2,0.5004
1599,1600,CA-2017-158876,2017,Nov,19,2017,Nov,21,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Carrollton,Texas,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",4,99.136,0.2,8.6744
1600,1601,CA-2017-158876,2017,Nov,19,2017,Nov,21,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Carrollton,Texas,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,2,15.992,0.6,-13.993
1601,1602,CA-2016-164672,2016,May,8,2016,May,13,Second Class,GB-14530,George Bell,Corporate,United States,Dover,Delaware,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",2,211.96,0.0,42.392
1602,1603,US-2016-132857,2016,Dec,11,2016,Dec,17,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Smyrna,Tennessee,Office Supplies,Art,Prang Drawing Pencil Set,3,6.672,0.2,1.668
1603,1604,CA-2017-116645,2017,Nov,30,2017,Dec,4,Standard Class,ME-17725,Max Engle,Consumer,United States,Newark,Delaware,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",6,155.94,0.0,45.2226
1604,1605,US-2016-115819,2016,Apr,19,2016,Apr,24,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,Technology,Phones,PowerGen Dual USB Car Charger,5,39.96,0.2,12.987
1605,1606,US-2016-115819,2016,Apr,19,2016,Apr,24,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,Office Supplies,Art,Newell 307,3,5.46,0.0,1.5288
1606,1607,US-2016-115819,2016,Apr,19,2016,Apr,24,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,5,73.2,0.0,21.228
1607,1608,US-2016-115819,2016,Apr,19,2016,Apr,24,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",1,5.84,0.2,1.971
1608,1609,US-2016-115819,2016,Apr,19,2016,Apr,24,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",4,22.72,0.0,10.224
1609,1610,US-2016-115819,2016,Apr,19,2016,Apr,24,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,Office Supplies,Binders,Avery Binder Labels,3,9.336,0.2,3.2676
1610,1611,CA-2014-156349,2014,May,26,2014,May,30,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Los Angeles,California,Furniture,Bookcases,Sauder Inglewood Library Bookcases,2,290.666,0.15,27.3568
1611,1612,CA-2014-156349,2014,May,26,2014,May,30,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Los Angeles,California,Technology,Phones,VTech DS6151,2,201.584,0.2,20.1584
1612,1613,CA-2014-156349,2014,May,26,2014,May,30,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Los Angeles,California,Technology,Phones,netTALK DUO VoIP Telephone Service,2,83.984,0.2,31.494
1613,1614,CA-2017-138380,2017,Dec,21,2017,Dec,25,Standard Class,YS-21880,Yana Sorensen,Corporate,United States,Oakland,California,Office Supplies,Storage,Letter Size Cart,7,1000.02,0.0,290.0058
1614,1615,US-2016-113509,2016,Mar,15,2016,Mar,19,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Philadelphia,Pennsylvania,Technology,Accessories,V7 USB Numeric Keypad,3,83.976,0.2,-13.6461
1615,1616,CA-2015-130022,2015,Aug,10,2015,Aug,16,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Eagan,Minnesota,Office Supplies,Labels,Avery 480,1,3.75,0.0,1.8
1616,1617,CA-2015-130022,2015,Aug,10,2015,Aug,16,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Eagan,Minnesota,Office Supplies,Labels,Avery 489,4,41.4,0.0,19.872
1617,1618,CA-2015-130022,2015,Aug,10,2015,Aug,16,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Eagan,Minnesota,Office Supplies,Art,Peel-Off China Markers,3,29.79,0.0,12.5118
1618,1619,US-2016-118780,2016,Sep,10,2016,Sep,14,Second Class,PN-18775,Parhena Norris,Home Office,United States,New York City,New York,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,2,59.48,0.0,8.922
1619,1620,US-2016-118780,2016,Sep,10,2016,Sep,14,Second Class,PN-18775,Parhena Norris,Home Office,United States,New York City,New York,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",1,6.69,0.0,3.0774
1620,1621,CA-2017-108560,2017,Jul,8,2017,Jul,15,Standard Class,JC-15385,Jenna Caffey,Consumer,United States,Kent,Washington,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",2,198.46,0.0,99.23
1621,1622,CA-2017-108560,2017,Jul,8,2017,Jul,15,Standard Class,JC-15385,Jenna Caffey,Consumer,United States,Kent,Washington,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",8,786.48,0.0,385.3752
1622,1623,CA-2017-108560,2017,Jul,8,2017,Jul,15,Standard Class,JC-15385,Jenna Caffey,Consumer,United States,Kent,Washington,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",2,23.168,0.2,7.8192
1623,1624,CA-2017-108560,2017,Jul,8,2017,Jul,15,Standard Class,JC-15385,Jenna Caffey,Consumer,United States,Kent,Washington,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,2,50.0,0.0,10.5
1624,1625,CA-2015-157084,2015,Dec,19,2015,Dec,24,Standard Class,JG-15160,James Galang,Consumer,United States,Los Angeles,California,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,5,675.96,0.2,84.495
1625,1626,CA-2015-157084,2015,Dec,19,2015,Dec,24,Standard Class,JG-15160,James Galang,Consumer,United States,Los Angeles,California,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,3,1265.85,0.0,556.974
1626,1627,CA-2015-164539,2015,Nov,16,2015,Nov,22,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,New York City,New York,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",5,523.25,0.0,141.2775
1627,1628,CA-2015-143119,2015,Sep,24,2015,Sep,30,Standard Class,MC-17275,Marc Crier,Consumer,United States,Lafayette,Louisiana,Furniture,Chairs,Harbour Creations Steel Folding Chair,6,517.5,0.0,155.25
1628,1629,CA-2017-101049,2017,Jun,21,2017,Jun,25,Second Class,AS-10240,Alan Shonely,Consumer,United States,Cleveland,Ohio,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",5,17.92,0.2,2.464
1629,1630,CA-2017-101049,2017,Jun,21,2017,Jun,25,Second Class,AS-10240,Alan Shonely,Consumer,United States,Cleveland,Ohio,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,6,41.256,0.7,-34.38
1630,1631,CA-2016-106530,2016,May,8,2016,May,8,Same Day,CL-12565,Clay Ludtke,Consumer,United States,Cleveland,Ohio,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,3,1006.056,0.2,88.0299
1631,1632,CA-2016-106530,2016,May,8,2016,May,8,Same Day,CL-12565,Clay Ludtke,Consumer,United States,Cleveland,Ohio,Office Supplies,Paper,Xerox 1898,2,10.688,0.2,3.7408
1632,1633,CA-2016-106530,2016,May,8,2016,May,8,Same Day,CL-12565,Clay Ludtke,Consumer,United States,Cleveland,Ohio,Office Supplies,Paper,Xerox 222,2,10.368,0.2,3.6288
1633,1634,CA-2016-106530,2016,May,8,2016,May,8,Same Day,CL-12565,Clay Ludtke,Consumer,United States,Cleveland,Ohio,Office Supplies,Storage,Hanging Personal Folder File,2,25.12,0.2,1.57
1634,1635,CA-2016-106530,2016,May,8,2016,May,8,Same Day,CL-12565,Clay Ludtke,Consumer,United States,Cleveland,Ohio,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,2,58.112,0.2,7.264
1635,1636,CA-2014-168984,2014,Nov,26,2014,Dec,2,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Tigard,Oregon,Office Supplies,Paper,Xerox 2,3,15.552,0.2,5.4432
1636,1637,CA-2014-168984,2014,Nov,26,2014,Dec,2,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Tigard,Oregon,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,5,669.08,0.2,-167.27
1637,1638,CA-2014-168984,2014,Nov,26,2014,Dec,2,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Tigard,Oregon,Technology,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,4,438.336,0.2,-87.6672
1638,1639,CA-2016-157266,2016,May,26,2016,Jun,1,Standard Class,TB-21280,Toby Braunhardt,Consumer,United States,Washington,District of Columbia,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),3,19.44,0.0,9.3312
1639,1640,CA-2016-157266,2016,May,26,2016,Jun,1,Standard Class,TB-21280,Toby Braunhardt,Consumer,United States,Washington,District of Columbia,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,2,9.64,0.0,4.4344
